Store Name,EAN/PLU,Root Article Code,LU,LV,SV Code,Description,Must Stock,Delisted,Store Selling Price,Cost Price,Vat,Case Qty,Margin %,DRS,Supplier,Article Linking
241 - RIALTO - O'LEARY,5060221241144,1234306,PCK,1,0,MONSTER MATES GLOW STICK 125GRM 1PCE,Y,,2.00,12.10,23.00%,12,37.99%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,5000159457453,1281590,PCK,1,0,MINSTRELS TREAT BAG 105GRM,N,,2.00,21.50,23.00%,16,17.36%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,4014400921113,1451187,PCK,2,0,WERTHERS ORIG SUG FR CHEWY TOFFEE 80GRM,N,,3.10,31.04,23.00%,18,31.58%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,8000380007219,1515681,PCK,0,0,LOACKER NAPOLITANER 1PCE,N,,1.85,15.00,23.00%,18,44.59%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,5000159561686,1931760,PCK,0,0,M@M,N,,4.40,1.63,23.00%,1,54.43%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,992147,1015578,PCK,2,1,KINDER SURPRISE T1 FSDU 20GRM,Y,,1.60,215.89,23.00%,288,42.37%,N,TEN - TENNANT& RUTTLE DISTRIBUTION LTD - 1CB_EURY,*
241 - RIALTO - O'LEARY,54088191,1015578,PCK,6,2,KINDER SURPRISE EGG T48 20GRM,N,,2.15,35.92,23.00%,36,42.92%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,983573,1015578,PCK,5,3,KINDER SURPRISE EGG HOD T192 20GRM,N,,1.90,191.57,23.00%,192,35.41%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,50249466,1019335,PCK,2,0,SMARTIES HEXATUBE 38GRM,N,,2.05,21.20,23.00%,24,47.00%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5900951313134,1024070,PCK,1,1,MILKY WAY STARS BAG 33GRM,N,,2.00,36.44,23.00%,36,37.75%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,1024070-000
241 - RIALTO - O'LEARY,80050094,1027218,PCK,0,0,KINDER CHOC SNACK BAR 21GRM,N,,1.25,19.30,23.00%,36,47.25%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,96049952,1376597,PCK,0,0,CADBURY CHOMP 60G,N,,0.30,11.00,23.00%,60,24.83%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,40084701,1447079,PCK,0,0,KINDER CHOCOLATE 100GRM,N,,1.59,38.00,23.00%,40,26.51%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,5400265035482,1551067,PCK,0,0,HAMLET BELGIAN CHOC SWEETY BEAR BOX 55GRM,N,,5.00,46.93,23.00%,16,27.85%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,50237890,1629778,PCK,0,0,KP CHOC DIP`ORIGINAL,N,,1.75,12.69,23.00%,12,25.67%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,5021202547563,1840082,PCK,0,0,HANNAH PACKET WHITE JAZZLES 42 GRM,Y,,1.10,11.79,23.00%,24,45.07%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,*
241 - RIALTO - O'LEARY,5021202548478,1840082,PCK,1,1,HANNAH PACKET WHITE MICE 42GRM,N,,1.10,11.79,23.00%,24,45.07%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,5021202548522,1840082,PCK,2,2,HANNAH PACKET MILK CHOCOLATE JAZZLE 42GRM,Y,,1.10,11.79,23.00%,24,45.07%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,*
241 - RIALTO - O'LEARY,5908234805666,1854745,PCK,0,0,HAPPY SWING ROLLS NUT 150G,N,,2.50,24.81,13.50%,16,29.60%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,8724900520490,1890019,PCK,0,0,HALLOWEEN CHOCOLATE LOLIPOP,N,,1.25,0.50,23.00%,28,98.24%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,80874652,1953854,PCK,0,0,KINDER CARDS T2 26GRM,N,,1.10,18.59,23.00%,30,30.71%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,034000433032,1031738,PCK,2,2,REESE'S WHITE PEANUT BUTTER 2 CUP 39.5GRM,N,,1.85,26.57,23.00%,24,26.39%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,034000939572,1031738,PCK,4,4,REESES PEANUT BUTTER CUPS 2 CUP 42GRM,N,,1.90,36.27,23.00%,36,34.78%,N,DELIST - DELISTED MRPI - 1AMBIENT,1031738-005
241 - RIALTO - O'LEARY,9003600540380,1048204,PCK,1,1,LINDT MILK CHOCOLATE GOLF BALLS 110GRM,N,,8.00,52.00,23.00%,10,20.05%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5060088701638,1178875,PCK,1,0,NAKD GINGER BREAD BAR 35GRM,Y,,1.25,11.74,23.00%,18,35.82%,N,769 - BRANDSHAPERS LTD. - 1CB_EURY,*
241 - RIALTO - O'LEARY,5060088701669,1189816,PCK,1,0,NAKD PECAN PIE BAR 35GRM,Y,,1.25,11.74,23.00%,18,35.82%,N,769 - BRANDSHAPERS LTD. - 1CB_EURY,*
241 - RIALTO - O'LEARY,8724900500935,1207145,PCK,0,0,CREST CHOCOLATE WISHES BAR 7GRM,N,,1.70,1.09,23.00%,1,21.14%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,5010511479566,1282101,PCK,3,2,POPPETS CHOCOLATE TOFFEE POUCH 130GRM,N,,3.80,21.52,23.00%,9,22.60%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,1282101-005
241 - RIALTO - O'LEARY,5010511479573,1282101,PCK,4,3,POPPETS MINT TOFFEE POUCH 130 GRM,N,,3.80,21.52,23.00%,9,22.60%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,1282101-004
241 - RIALTO - O'LEARY,5010511480760,1282101,PCK,5,4,POPPETS MINTY DARK CHOC MINT CREAMS 100GRM,N,,2.00,11.47,23.00%,9,21.62%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5010511480753,1282101,PCK,6,5,POPPETS TOFFEE MILK CHOC COATED 100GRM,N,,2.00,11.47,23.00%,9,21.62%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5098713000306,1323438,PCK,1,0,WALKER'S DOUBLE CHOC TOFFEES 1PCE,N,,1.90,27.51,23.00%,28,36.40%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,50294251,1329934,PCK,0,0,QUALITY STREET MY GREEN BAR,N,,0.60,6.60,23.00%,30,54.90%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,5000159551281,1330169,PCK,0,0,MERRY TEASER REINDEER 29GRM,N,,1.75,29.24,23.00%,32,35.78%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5056357915110,1330169,PCK,2,2,MALTESERS GINGERBREAD REINDEER 29GRM,N,,1.75,29.24,23.00%,32,35.78%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5060088702345,1330192,PCK,0,0,TREK MORNING BERRY FLAPJACK 50GRM,Y,,1.90,16.64,23.00%,16,32.67%,N,769 - BRANDSHAPERS LTD. - 1CB_EURY,*
241 - RIALTO - O'LEARY,5060088702284,1340169,PCK,1,0,TREK COCOA COCONUT 50GRM,N,,1.85,16.64,23.00%,16,30.85%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5060088702246,1356833,PCK,0,0,TREK ORIGINAL OAT FLAPJACK 50GRM,Y,,1.90,16.64,23.00%,16,32.67%,N,769 - BRANDSHAPERS LTD. - 1CB_EURY,*
241 - RIALTO - O'LEARY,50294398,1391819,PCK,0,0,QS MY ORANGE BAR 35G,N,,0.60,6.60,23.00%,30,54.90%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,5020411121182,1400593,PCK,0,0,NUTELLA & GO CASE 48GRM,N,,2.00,11.66,0.00%,12,51.42%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5060088702994,1411014,PCK,0,0,TREK PROTEIN PEANUT POWER BAR 55GRM,Y,,2.20,18.86,23.00%,16,34.10%,N,769 - BRANDSHAPERS LTD. - 1CB_EURY,*
241 - RIALTO - O'LEARY,5060088706121,1411015,PCK,5,5,NAKD BERRY BLISS 30GRM,Y,,1.20,11.08,23.00%,18,36.91%,N,769 - BRANDSHAPERS LTD. - 1CB_EURY,*
241 - RIALTO - O'LEARY,506088703036,1411024,PCK,0,0,TREK PROTEIN BANANA BLAST BAR 55GRM,Y,,2.20,18.86,23.00%,16,34.10%,N,769 - BRANDSHAPERS LTD. - 1CB_EURY,*
241 - RIALTO - O'LEARY,5060088703014,1411024,PCK,1,1,TREK PROTEIN BERRY BURST BAR 55GRM,Y,,2.20,18.86,23.00%,16,34.10%,N,769 - BRANDSHAPERS LTD. - 1CB_EURY,*
241 - RIALTO - O'LEARY,3800225477895,1442792,PCK,0,0,ROO BAR INCA BERRY 30GRM,Y,,1.69,21.98,23.00%,20,20.01%,N,VKD - FRONTIER FOODS LTD (CB A/C) - 1LOC_SUP,
241 - RIALTO - O'LEARY,8715661017008,1444870,PCK,0,0,TOFFEEBREAK 34GRM,N,,1.00,21.60,23.00%,36,26.20%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,4044782388174,1450813,PCK,0,0,WEIDER 40% BODY SHAPER BROWNIE 32GRM,N,,1.99,27.95,23.00%,24,28.02%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,4044782388075,1450817,PCK,0,0,WEIDER 40% BODY SHAPER COOKIE&CREAM 32GRM,N,,1.99,27.95,23.00%,24,28.02%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,5390691017919,1483944,PCK,0,0,FULFIL PEANUT & CARAMEL PROTEIN BAR 55GRM,N,,3.80,28.57,23.00%,15,38.35%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5390691017995,1483945,PCK,3,3,FULFIL WHT CHOC & COOKIE DOUGH BAR 55GRM,N,,3.80,28.57,23.00%,15,38.35%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5390691018022,1483945,PCK,4,4,FULFIL MILK CHOC & MINT BAR 55GRM,N,,3.80,28.57,23.00%,15,38.35%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5391532120096,1483945,PCK,5,5,FULFIL CHOC HAZELNUT WHIP VIT & PRO 55GRM,N,,3.80,28.57,23.00%,15,38.35%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5391532121710,1483945,PCK,9,9,FULFIL SALTED CARAMEL VIT&PROTEIN 55 GRM M,N,,3.80,28.57,23.00%,15,38.35%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5391532122076,1483945,PCK,10,10,FULFIL CHOC PEANUT BUTTER VIT BAR 55G,N,,3.80,28.57,23.00%,15,38.35%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5391532122168,1483945,PCK,11,11,FULFIL CHOCOLATE BROWNIE PROTEINBAR 55GRM,N,,3.80,28.57,23.00%,15,38.35%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5391532123424,1483945,PCK,14,14,FULFIL DARK SALTED CARAMEL VITAMIN 55GRM,N,,3.80,28.57,23.00%,15,38.35%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5391532123417,1483945,PCK,15,15,FULFIL WHITE CHOCOLATE PEANUT CARAM 55GRM,N,,3.80,28.57,23.00%,15,38.35%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,8000500437544,1483945,PCK,17,17,FULFIL MILK CHOC&ALMOND PROTEIN BAR 55GRM,N,,3.50,28.57,23.00%,15,33.06%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,8000500444726,1483945,PCK,18,18,FULFIL CHOC CAPP VIT & PROTEIN BAR 55GRM,N,,3.50,28.57,23.00%,15,33.06%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,010700021526,1498255,PCK,0,0,MILK DUDS 141G,N,,3.95,1.83,23.00%,1,43.02%,N,BTG - BOTANIC MARKETING LTD - 1LOC_SUP,
241 - RIALTO - O'LEARY,5904031091967,1521613,PCK,0,0,MILK CHOCOLATE TRUFFLES 150G,N,,2.00,1.17,23.00%,1,28.04%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,5060221248235,1550892,PCK,0,0,ROSE CHOCOLATE TULIP,N,,2.00,1.20,23.00%,1,26.20%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,8002267100457,1605146,PCK,0,0,CHOCOLATE,N,,1.60,0.80,23.00%,1,38.50%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,50314904,1628337,PCK,0,0,POPPETS MILK CHOC TOFFEE CARTON 39GRM,N,,1.90,33.50,23.00%,36,39.76%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5391521570635,1638877,PCK,0,0,RETRO SWEET MACAROON BAR,N,,0.60,22.50,23.00%,72,35.94%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,5391521570666,1638880,PCK,0,0,RETRO SWEET THE TRIGGER BAR,N,,0.60,22.50,23.00%,72,35.94%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,5391521570659,1638881,PCK,0,0,RETRO SWEET THE FLASH BAR,N,,0.60,22.50,23.00%,72,35.94%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,5391521570642,1638882,PCK,0,0,RETRO SWEET THE MINT CRISP BAR,N,,0.60,22.50,23.00%,72,35.94%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,5391532123752,1677575,PCK,2,2,FULFIL SALTED CARAMEL PROTEIN CASE 825GRM,N,,48.30,28.00,23.00%,1,28.70%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,*
241 - RIALTO - O'LEARY,5391532123745,1677575,PCK,3,3,FULFIL PEANUT & CARAMEL PROTEIN CAS 825GRM,N,,48.30,28.00,23.00%,1,28.70%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5391534340003,1702976,PCK,1,0,SUPER NATURE HAZELNUT CLUSTERS 34 GRM,N,,3.15,22.87,23.00%,15,40.47%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,988999,1741116,PCK,1,1,FULFIL PROTEIN & VITAMIN BAR HOD 55GRM,N,,3.50,571.40,23.00%,300,33.06%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,1758886,,PCK,0,0,BARBIE,N,,4.50,2.90,23.00%,1,20.73%,N,610 - ROSE CONFECTIONERY CO LTD - 1LOC_SUP,
241 - RIALTO - O'LEARY,5908234809213,1774025,PCK,0,0,HAPPY TIME BARS,N,,2.00,6.25,23.00%,6,35.94%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,034000114849,1777674,PCK,0,0,REESES OVERLOAD BAR 42GRM,N,,2.15,20.28,23.00%,18,35.54%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5056192407573,1806157,PCK,0,0,CHOCOLATEY ROSE 20GRM,N,,2.50,1.36,23.00%,1,33.09%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,1807486,,PCK,0,0,REESES EGG,N,,1.20,25.00,23.00%,34,24.63%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,4251725800628,1857720,PCK,0,0,VEGANZ CHOCOLATE BROWNIE PROTEIN BA 50GRM,N,,3.30,28.44,23.00%,18,41.11%,N,TBZ - THE BRAND HOUSE LTD (CB) - 1CB_EURN,
241 - RIALTO - O'LEARY,4251725800666,1857720,PCK,2,1,VEGANZ COOKIE DOUGH PROTEIN BA 50GRM,N,,3.30,28.44,23.00%,18,41.11%,N,TBZ - THE BRAND HOUSE LTD (CB) - 1CB_EURN,
241 - RIALTO - O'LEARY,4251725801380,1857720,PCK,3,2,VEGANZ WHITE ALMOND CRISP PROTEIN B 50GRM,N,,3.30,28.44,23.00%,18,41.11%,N,TBZ - THE BRAND HOUSE LTD (CB) - 1CB_EURN,
241 - RIALTO - O'LEARY,5060088709931,1866089,PCK,0,0,TREK PEANUT BUTTER 50GRM,N,,1.85,16.63,23.00%,16,30.90%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5060088709030,1866089,PCK,1,1,TREK SALTED CARAMEL 50GRM,N,,1.85,16.99,23.00%,16,29.40%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5060088709252,1866089,PCK,2,2,TREK SMOOTH LEMON 50GRM,N,,1.85,16.63,23.00%,16,30.90%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5060088702307,1866089,PCK,3,3,TREK COCOA N OAT 50GRM,N,,1.85,16.99,23.00%,16,29.40%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,034000939619,1869661,PCK,0,0,REESES PEANUT BUTTER CUPS TRIO 63GRM,N,,2.80,58.25,23.00%,40,36.03%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,8000500359358,1912835,PCK,0,0,NUTELLA BISCUITS 3 PACK 41.4GRM,N,,1.30,23.07,13.50%,28,28.06%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,8684568301513,1959949,PCK,0,0,DUBAI CHOCOLATE 30G,N,,3.32,48.38,23.00%,24,25.32%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,5900951280399,1005225,PCK,1,1,M&M'S SALTED CARAMEL 36GRM,Y,,2.50,29.11,23.00%,24,40.32%,N,DELIST - DELISTED MRPI - 1AMBIENT,*
241 - RIALTO - O'LEARY,5000159561662,1005225,PCK,2,2,M&M'S CRISPY 36GRM,N,,2.50,25.60,23.00%,24,47.52%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,50312344,1008762,PCK,0,0,CADBURYS SNACK SANDWICH 26GRM,Y,,0.70,21.05,23.00%,60,38.35%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,1008762-001
241 - RIALTO - O'LEARY,7622210170163,1008762,PCK,1,1,CADBURYS SNACK SANDWICH 22GRM,N,,1.65,48.44,23.00%,60,39.82%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,7622210808981,1008763,PCK,0,0,CADBURYS SNACK SHORTCAKE 43GRM,N,,1.80,29.11,23.00%,36,44.74%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5000201499776,1008767,PCK,0,0,CADBURYS TWIRL 43GRM M,N,,2.45,48.00,23.00%,48,49.80%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,7622201440176,1008767,PCK,3,3,CADBURYS TWIRL ORANGE BAR 43GRM,N,,2.45,48.00,23.00%,48,49.80%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,7622202249747,1008767,PCK,7,7,CADBURY TWIRL WHITE DIPPED CHOC BAR 43GRM,N,,2.45,47.52,23.00%,48,50.30%,N,DELIST - DELISTED MRPI - 1AMBIENT,*
241 - RIALTO - O'LEARY,5000201468611,1008770,PCK,0,0,CADBURYS CRUNCHIE 40GRM,N,,2.45,47.94,23.00%,48,49.86%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,50201600,1008845,PCK,0,0,CADBURYS CREME EGG SINGLE 40GRM,N,,1.60,36.57,23.00%,48,41.43%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,57030951,1008845,PCK,3,2,CADBURY WHITE CREME EGG 40GRM,N,,1.60,36.57,23.00%,48,41.43%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,57038988,1008845,PCK,4,3,CAD DAIRY MILK LOTUS BISCOFF EGG 32GRM,N,,1.60,36.57,23.00%,48,41.43%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5000159557771,1012380,PCK,5,2,BOUNTY BAR 57GRM,N,,2.50,24.21,23.00%,24,50.37%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5000159218054,1012408,PCK,5,0,M&M'S CHOCO BAG 45GRM,N,,2.50,25.60,23.00%,24,47.52%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,1012408-002
241 - RIALTO - O'LEARY,40111445,1012408,PCK,2,2,M&M PEANUT SINGLE 45GRM,N,,2.50,25.60,23.00%,24,47.52%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5000159001274,1012421,PCK,0,0,MINSTRELS 42GRM,N,,2.50,40.77,23.00%,40,49.85%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5000159001335,1012422,PCK,0,0,REVELS BAG 35GRM,Y,,1.00,18.95,23.00%,36,35.25%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,50249473,1015342,PCK,0,0,MUNCHIES 52GRM,N,,2.10,28.15,23.00%,36,54.20%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,50251179,1015344,PCK,1,1,ROLO TUBE 52GRM,N,,2.10,38.83,23.00%,36,36.82%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,8445290357700,1015345,PCK,3,2,NESTLE TOFFEE CRISP BAR 38G,N,,2.10,21.20,23.00%,24,48.26%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,4008400935225,1015579,PCK,0,0,KINDER BUENO 43GRM M,N,,2.10,31.07,23.00%,30,39.34%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,50201105,1015639,PCK,0,0,FRYS TURKISH 51GRM,N,,2.45,57.73,23.00%,48,39.62%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,50201969,1015855,PCK,0,0,CADBURYS CARAMEL EGG 40GRM,N,,1.60,36.57,23.00%,48,41.43%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5000159558181,1017097,PCK,2,2,TWIX XTRA BAR 75GRM,N,,2.60,33.87,23.00%,24,33.24%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,1017097-001
241 - RIALTO - O'LEARY,5000159556866,1017097,PCK,3,3,TWIX XTRA SALTED CARAMEL TWIN BARS 75GRM,N,,2.60,33.87,23.00%,24,33.24%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5000159557177,1017097,PCK,4,4,TWIX XTRA WHITE CHOCOLATE TWIN BARS 75GRM,N,,2.60,33.87,23.00%,24,33.24%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,1017097-005
241 - RIALTO - O'LEARY,50312351,1018077,PCK,0,0,CADBURYS FLAKE BAR 32GRM,N,,2.45,50.13,23.00%,48,47.57%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5900951313196,1018122,PCK,1,1,GALAXY SMOOTH CARAMEL BAR 48GRM,N,,2.50,25.60,23.00%,24,47.52%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,1362386-001
241 - RIALTO - O'LEARY,5000159553834,1022694,PCK,1,1,GALAXY RIPPLE 30GRM,N,,2.50,37.68,23.00%,36,48.50%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,7622202228926,1022757,PCK,3,3,CADBURY TIMEOUT MILK CHOCOLATE BAR 18GRM,N,,1.25,23.40,23.00%,40,42.44%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,1022757-002
241 - RIALTO - O'LEARY,5000159020312,1023995,PCK,0,0,MALTESERS BAG STANDARD 37GRM M,N,,2.50,39.66,23.00%,40,51.22%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5000159572125,1023995,PCK,1,1,MALTESERS WHITE CHOCOLATE BAG 32GRM,N,,2.50,26.49,23.00%,25,47.87%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,7613034872593,1027343,PCK,3,2,YORKIE RAISIN & BISCUIT 44GRM,N,,2.10,21.20,23.00%,24,48.26%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,8445291384934,1027343,PCK,5,4,YORKIE BISCUIT & BROWNIE CHOC BAR 44GRM,N,,2.10,22.74,23.00%,24,44.50%,N,DELIST - DELISTED MRPI - 1AMBIENT,*
241 - RIALTO - O'LEARY,7622210470126,1028685,PCK,3,2,CADBURY WISPA 36GRM,N,,2.45,48.76,23.00%,48,49.00%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,040032400089,1029420,PCK,0,0,CATCH BAR 50GRM,N,,1.65,32.02,23.00%,36,33.70%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,040032400225,1029420,PCK,1,1,CATCH DARK BAR 50GRM,N,,1.65,32.02,23.00%,36,33.70%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,040032401178,1029420,PCK,3,3,CATCH BAR MINT 50GRM,N,,1.65,32.02,23.00%,36,33.70%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
