Store Name,Department,Sub Department,Commodity Code,Family Group,EAN/PLU,Root Article Code,LU,LV,SV Code,Description,Size,Must Stock,Delisted,Store Selling Price,Cost Price,Vat,Case Qty,Margin %,DRS,Supplier,Article Linking
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0001 - CHOC BAGS,4014400921113,1451187,PCK,2,0,WERTHERS ORIG SUG FR CHEWY TOFFEE,80GRM,N,,3.10,22.50,23.00%,18,50.40%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0001 - CHOC BAGS,8000380180721,1515680,PCK,0,0,LOACKER COCOA&MILK,1PCE,N,,3.50,4.00,23.00%,18,92.19%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0001 - CHOC BAGS,8000380007219,1515681,PCK,0,0,LOACKER NAPOLITANER,1PCE,N,,3.50,36.36,23.00%,18,29.01%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0001 - CHOC BAGS,5099877403057,1653906,PCK,0,0,MACAROON CHOCOLATE BITES,,N,,2.50,13.65,23.00%,10,32.84%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0001 - CHOC BAGS,5099877403040,1653907,PCK,0,0,CLEEVES DARK CHOC CARAMELS,,N,,2.50,13.65,23.00%,10,32.84%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0004 - CHOC CHILDRENS,4008400836324,1000669,PCK,0,0,HAPPY HIPPO COCOA CREAM [T1,20GRM,Y,,1.00,12.95,13.50%,28,47.51%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0004 - CHOC CHILDRENS,992147,1015578,PCK,2,1,KINDER SURPRISE T1 FSDU,20GRM,Y,,1.60,215.89,23.00%,288,42.37%,N,TEN - TENNANT& RUTTLE DISTRIBUTION LTD - 1CB_EURY,*
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0004 - CHOC CHILDRENS,54088191,1015578,PCK,6,2,KINDER SURPRISE EGG T48,20GRM,N,,2.20,35.92,23.00%,36,44.22%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0004 - CHOC CHILDRENS,983573,1015578,PCK,5,3,KINDER SURPRISE EGG HOD T192,20GRM,N,,1.90,191.57,23.00%,192,35.41%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0004 - CHOC CHILDRENS,50249466,1019335,PCK,2,0,SMARTIES HEXATUBE,38GRM,N,,2.05,21.20,23.00%,24,47.00%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0004 - CHOC CHILDRENS,5900951313134,1024070,PCK,1,1,MILKY WAY STARS BAG,33GRM,N,,2.00,36.44,23.00%,36,37.75%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,1024070-000
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0004 - CHOC CHILDRENS,80050094,1027218,PCK,0,0,KINDER CHOC SNACK BAR,21GRM,N,,1.25,19.30,23.00%,36,47.25%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0004 - CHOC CHILDRENS,5400265035482,1551067,PCK,0,0,HAMLET BELGIAN CHOC SWEETY BEAR BOX,55GRM,N,,5.00,46.93,23.00%,16,27.85%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0004 - CHOC CHILDRENS,5021202547563,1840082,PCK,0,0,HANNAH PACKET WHITE JAZZLES,42 GRM,Y,,0.90,11.79,23.00%,24,32.86%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,*
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0004 - CHOC CHILDRENS,5021202548478,1840082,PCK,1,1,HANNAH PACKET WHITE MICE,42GRM,N,,0.90,11.79,23.00%,24,32.86%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0004 - CHOC CHILDRENS,5021202548522,1840082,PCK,2,2,HANNAH PACKET MILK CHOCOLATE JAZZLE,42GRM,Y,,0.90,11.79,23.00%,24,32.86%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,*
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0004 - CHOC CHILDRENS,80874652,1953854,PCK,0,0,KINDER CARDS T2,26GRM,N,,1.10,18.59,23.00%,30,30.71%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,034000433032,1031738,PCK,2,2,REESE'S WHITE PEANUT BUTTER 2 CUP,39.5GRM,N,,1.85,26.57,23.00%,24,26.39%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,9003600540380,1048204,PCK,1,1,LINDT MILK CHOCOLATE GOLF BALLS,110GRM,N,,8.00,52.00,23.00%,10,20.05%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5060088701638,1178875,PCK,1,0,NAKD GINGER BREAD BAR,35GRM,Y,,1.25,11.74,23.00%,18,35.82%,N,769 - BRANDSHAPERS LTD. - 1CB_EURY,*
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5060088701669,1189816,PCK,1,0,NAKD PECAN PIE BAR,35GRM,Y,,1.25,11.74,23.00%,18,35.82%,N,769 - BRANDSHAPERS LTD. - 1CB_EURY,*
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5010511479566,1282101,PCK,3,2,POPPETS CHOCOLATE TOFFEE POUCH,130GRM,N,,3.80,21.52,23.00%,9,22.60%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,1282101-005
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5010511479573,1282101,PCK,4,3,POPPETS MINT TOFFEE POUCH,130 GRM,N,,3.80,21.52,23.00%,9,22.60%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,1282101-004
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5010511480760,1282101,PCK,5,4,POPPETS MINTY DARK CHOC MINT CREAMS,100GRM,N,,2.00,11.47,23.00%,9,21.62%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5010511480753,1282101,PCK,6,5,POPPETS TOFFEE MILK CHOC COATED,100GRM,N,,2.00,11.47,23.00%,9,21.62%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5098713000306,1323438,PCK,1,0,WALKER'S DOUBLE CHOC TOFFEES,1PCE,N,,1.90,27.51,23.00%,28,36.40%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5000159551281,1330169,PCK,0,0,MERRY TEASER REINDEER,29GRM,N,,1.75,29.24,23.00%,32,35.78%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5056357915110,1330169,PCK,2,2,MALTESERS GINGERBREAD REINDEER,29GRM,N,,1.75,29.24,23.00%,32,35.78%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5060088702345,1330192,PCK,0,0,TREK MORNING BERRY FLAPJACK,50GRM,Y,,1.80,16.64,23.00%,16,28.93%,N,769 - BRANDSHAPERS LTD. - 1CB_EURY,*
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5060088702284,1340169,PCK,1,0,TREK COCOA COCONUT,50GRM,N,,1.85,16.64,23.00%,16,30.85%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5060088702246,1356833,PCK,0,0,TREK ORIGINAL OAT FLAPJACK,50GRM,Y,,1.80,16.64,23.00%,16,28.93%,N,769 - BRANDSHAPERS LTD. - 1CB_EURY,*
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5020411121182,1400593,PCK,0,0,NUTELLA & GO CASE,48GRM,N,,2.20,11.66,0.00%,12,55.83%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5060088702994,1411014,PCK,0,0,TREK PROTEIN PEANUT POWER BAR,55GRM,Y,,2.20,18.86,23.00%,16,34.10%,N,769 - BRANDSHAPERS LTD. - 1CB_EURY,*
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5060088706121,1411015,PCK,5,5,NAKD BERRY BLISS,30GRM,Y,,1.20,11.08,23.00%,18,36.91%,N,769 - BRANDSHAPERS LTD. - 1CB_EURY,*
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,506088703036,1411024,PCK,0,0,TREK PROTEIN BANANA BLAST BAR,55GRM,Y,,2.20,18.86,23.00%,16,34.10%,N,769 - BRANDSHAPERS LTD. - 1CB_EURY,*
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5060088703014,1411024,PCK,1,1,TREK PROTEIN BERRY BURST BAR,55GRM,Y,,2.20,18.86,23.00%,16,34.10%,N,769 - BRANDSHAPERS LTD. - 1CB_EURY,*
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,8715661017008,1444870,PCK,0,0,TOFFEEBREAK,34GRM,N,,1.00,21.60,23.00%,36,26.20%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5390691017919,1483944,PCK,0,0,FULFIL PEANUT & CARAMEL PROTEIN BAR,55GRM,N,,3.70,28.57,23.00%,15,36.68%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5390691017995,1483945,PCK,3,3,FULFIL WHT CHOC & COOKIE DOUGH BAR,55GRM,N,,3.70,28.57,23.00%,15,36.68%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5390691018022,1483945,PCK,4,4,FULFIL MILK CHOC & MINT BAR,55GRM,N,,3.70,28.57,23.00%,15,36.68%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5391532120096,1483945,PCK,5,5,FULFIL CHOC HAZELNUT WHIP VIT & PRO,55GRM,N,,3.70,28.57,23.00%,15,36.68%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5391532121710,1483945,PCK,9,9,FULFIL SALTED CARAMEL VIT&PROTEIN,55 GRM M,N,,3.70,28.57,23.00%,15,36.68%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5391532122076,1483945,PCK,10,10,FULFIL CHOC PEANUT BUTTER VIT BAR,55G,N,,3.70,28.57,23.00%,15,36.68%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5391532122168,1483945,PCK,11,11,FULFIL CHOCOLATE BROWNIE PROTEINBAR,55GRM,N,,3.70,28.57,23.00%,15,36.68%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5391532123424,1483945,PCK,14,14,FULFIL DARK SALTED CARAMEL VITAMIN,55GRM,N,,3.70,28.57,23.00%,15,36.68%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5391532123417,1483945,PCK,15,15,FULFIL WHITE CHOCOLATE PEANUT CARAM,55GRM,N,,3.70,28.57,23.00%,15,36.68%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,8000500437544,1483945,PCK,17,17,FULFIL MILK CHOC&ALMOND PROTEIN BAR,55GRM,N,,3.70,28.57,23.00%,15,36.68%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,8000500444726,1483945,PCK,18,18,FULFIL CHOC CAPP VIT & PROTEIN BAR,55GRM,N,,3.70,28.57,23.00%,15,36.68%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,4000417705006,1484780,PCK,0,0,RITTER SPORT HONEY SALT ALMONDS,1PCE,Y,,2.00,5.30,23.00%,5,34.81%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,845163050680,1498821,PCK,0,0,KOH COCOUT CHIPS ORIGINAL,,N,,1.85,51.40,23.00%,48,28.80%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5900102019793,1516210,PCK,0,0,WAWEL CREAM FUDGE,1PCE,N,,1.00,0.59,23.00%,1,28.00%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5900102019786,1516219,PCK,0,0,WAWEL DOUBLE CHOC,1PCE,N,,1.00,0.59,23.00%,1,28.00%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5900102019809,1516221,PCK,0,0,WAWEL PEANUT BUTTER,1PCE,N,,1.00,0.59,23.00%,1,28.00%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5098754294290,1523926,PCK,0,0,SNOWBALLS,,N,,2.00,1.28,23.00%,1,21.28%,N,294 - FARMBAKE / DDL CAKES - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5060402905421,1526200,PCK,0,0,MARS PROTEIN BAR,57G,N,,3.15,36.90,23.00%,18,19.95%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5060402905407,1526203,PCK,0,0,SNICKERS PROTEIN BAR,51G,N,,3.15,36.90,23.00%,18,19.95%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,990636,1534027,PCK,0,0,FULFIL MILK CHOC & MINT BAR,55GRM,Y,,2.75,25.20,23.00%,15,24.86%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,6001120602895,1551922,PCK,0,0,JUNGLE BAR,,N,,1.20,21.12,23.00%,30,27.84%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,6001120621254,1551925,PCK,0,0,JUNGLE BAR,,N,,1.20,21.12,23.00%,30,27.84%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,6001120606060,1551927,PCK,0,0,JUNGLE BAR,,N,,1.20,21.12,23.00%,30,27.84%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,6001120602888,1551928,PCK,0,0,JUNGLE BAR,,N,,1.20,21.12,23.00%,30,27.84%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,1569951,,PCK,0,0,WEIDER PROTEIN COOKIE VEGAN,,N,,2.50,22.24,23.00%,12,8.82%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,7340001800487,1574448,PCK,0,0,BAREBELLS COCONUT PROTEIN BAR,,N,,2.50,18.50,23.00%,12,24.15%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,1574449,,PCK,0,0,BAREBELLS COOKIES & CREAM PRO BAR,,N,,2.50,18.50,23.00%,12,24.15%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,1574450,,PCK,0,0,BAREBELLS CARAMEL & CASHEW PRO BAR,1KG,N,,2.50,18.50,23.00%,12,24.15%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5060402904196,1575552,PCK,0,0,BOUNTY PROTEIN BAR 57G,,N,,3.15,2.05,23.00%,1,19.95%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,1578015,,PCK,0,0,FULFIL CHOC ORANGE BAR 55G,,Y,,2.75,22.00,23.00%,15,34.40%,N,AMB - AM CO - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,1579084,,PCK,0,0,FULFIL LEMON ZINGER 55GRM,,Y,,2.75,22.00,23.00%,15,34.40%,N,AMB - AM CO - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,1581510,,PCK,0,0,FULFIL BAR TRIPLE CHOCOLATE DELUXE,,Y,,2.75,22.00,23.00%,15,34.40%,N,AMB - AM CO - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,1582870,,PCK,0,0,GRENADE CARB KILLA COOKIE DOUGH,60G,N,,2.50,18.50,23.00%,12,24.15%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,1583571,,PCK,0,0,WARRIOR CRUNCH WHITE CHOC CRISP,,N,,2.99,23.34,23.00%,12,19.99%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5060424705559,1583577,PCK,0,0,WARRIOR CRUNCH R/BRY LEM CHSECK,,N,,2.99,23.34,23.00%,12,19.99%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,4000417269003,1593503,PCK,0,0,RITTER SPORT STRAWBERRY YOG BAR,100GRM,N,,2.00,12.72,23.00%,12,34.81%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,7340001802924,1596157,PCK,0,0,BAREBELLS PEANUT PROTEIN BAR,55GRAM,N,,2.50,18.50,23.00%,12,24.15%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,80001980,1603015,PCK,0,0,LOACKER CHOCOLATE,,N,,1.45,0.81,23.00%,1,31.29%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
