Store Name,Department,Sub Department,Commodity Code,Family Group,EAN/PLU,Root Article Code,LU,LV,SV Code,Description,Size,Must Stock,Delisted,Store Selling Price,Cost Price,Vat,Case Qty,Margin %,DRS,Supplier,Article Linking
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0186 - TAKE HOME LEMON & LIME PET BOTTLE,5000112666687,1025338,PCK,3,3,SPRITE ZERO BOTTLE,1LTR,N,,3.25,17.37,23.00%,12,45.22%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,1025338-002
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0186 - TAKE HOME LEMON & LIME PET BOTTLE,4062139012558,1403694,PCK,4,4,7UP LEMON & LIME CAN 18 PACK,330MLS,N,,16.80,12.62,23.00%,1,7.60%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0186 - TAKE HOME LEMON & LIME PET BOTTLE,4062139008780,1782037,PCK,1,1,7UP LEMON & LIME BOTTLE,1.25L,N,,2.75,21.17,23.00%,12,21.09%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0186 - TAKE HOME LEMON & LIME PET BOTTLE,5391546970755,1983979,PCK,0,0,CADET SPARKLING LEMON & LIME,2LTR,N,,1.65,6.80,23.00%,6,15.52%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0187 - TAKE HOME LEMONADE PET BOTTLE,5391521835116,1234642,PCK,2,1,CLUB WHITE LEMONADE BOTTLE,850ML,N,,1.60,13.58,23.00%,12,13.00%,Y,DELIST - DELISTED MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0187 - TAKE HOME LEMONADE PET BOTTLE,079581185024,1761853,PCK,0,0,CALYPSO LEMONADE,,N,,4.50,2.38,23.00%,1,34.95%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0187 - TAKE HOME LEMONADE PET BOTTLE,079581184027,1770605,PCK,0,0,CALYPSO STRAWBERRY LEMONADE,,N,,4.50,28.70,23.00%,12,34.63%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0187 - TAKE HOME LEMONADE PET BOTTLE,079581184034,1775552,PCK,0,0,CALYPSO SOUTHERN PEACH,,N,,3.70,26.73,23.00%,12,25.95%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0187 - TAKE HOME LEMONADE PET BOTTLE,079581188001,1777014,PCK,0,0,CALYPSO TRIPLE LEMONADE,,N,,4.50,28.60,23.00%,12,34.86%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0187 - TAKE HOME LEMONADE PET BOTTLE,5000112670417,1936415,PCK,0,0,SCHWEPPES LEMONADE,1LTR,N,,3.05,18.14,23.00%,12,39.04%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0188 - TAKE HOME COLA MULTIPACK CANS,5000112667226,1009003,PCK,2,2,DIET COKE CAN 18 PACK,330MLS,N,,14.00,10.78,23.00%,1,5.29%,Y,AUTODROP - AUTODROP MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0188 - TAKE HOME COLA MULTIPACK CANS,4062139013548,1022603,PCK,4,3,PEPSI MAX CAN 12 PACK,330MLS,N,,9.50,13.69,23.00%,2,11.38%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0188 - TAKE HOME COLA MULTIPACK CANS,5000112676556,1023933,PCK,13,11,COCA COLA ORIG 8PK CAN €8.50,330MLS,N,,8.50,17.83,23.00%,3,14.00%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,1023933-010
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0188 - TAKE HOME COLA MULTIPACK CANS,5000112633832,1024083,PCK,2,2,DIET COKE CAN 12 PACK,330MLS,N,,6.00,9.00,23.00%,2,7.75%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0188 - TAKE HOME COLA MULTIPACK CANS,4062139013890,1024296,PCK,3,3,PEPSI CAN 4 PACK,330MLS,N,,5.10,17.76,23.00%,6,28.61%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0188 - TAKE HOME COLA MULTIPACK CANS,4062139013920,1144230,PCK,3,3,PEPSI CAN 12 PACK,330MLS,N,,9.50,13.69,23.00%,2,11.38%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0188 - TAKE HOME COLA MULTIPACK CANS,5000112676570,1284232,PCK,8,7,DIET COKE 8 PK CANS €7.50,330MLS,N,,7.50,16.00,23.00%,3,12.53%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,1284232-006
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0188 - TAKE HOME COLA MULTIPACK CANS,5000112676563,1284236,PCK,7,6,COCA COLA ZERO SUGAR 8PK CAN €7.50,330MLS,N,,7.50,15.45,23.00%,3,15.54%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,1284236-005
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0188 - TAKE HOME COLA MULTIPACK CANS,5000112635683,1316170,PCK,2,2,COCA COLA ZERO CAFFEINE CAN 4 PACK,330MLS,N,,4.75,19.70,23.00%,6,14.98%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0188 - TAKE HOME COLA MULTIPACK CANS,5000112631388,1316170,PCK,3,3,COCA COLA ZERO CAN 4 PACK,330MLS,N,,5.50,19.70,23.00%,6,26.57%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0188 - TAKE HOME COLA MULTIPACK CANS,5000112627244,1316314,PCK,1,1,COCA COLA CAN 4 PACK,330MLS,N,,5.50,22.04,23.00%,6,17.85%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0188 - TAKE HOME COLA MULTIPACK CANS,5000112632880,1380426,PCK,1,1,COCA-COLA ZERO CAN 12 PACK,330MLS,N,,6.00,9.00,23.00%,2,7.75%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0188 - TAKE HOME COLA MULTIPACK CANS,5000112667233,1441872,PCK,1,1,COCA-COLA ZERO CAN 18 PACK,330MLS,N,,14.00,10.78,23.00%,1,5.29%,Y,AUTODROP - AUTODROP MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0188 - TAKE HOME COLA MULTIPACK CANS,5449000235879,1608511,PCK,0,0,COCA COLA CANS 20PK,330MLS,Y,,16.85,12.98,23.00%,1,5.25%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,*
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0188 - TAKE HOME COLA MULTIPACK CANS,5000112667219,1608511,PCK,1,1,COCA COLA CAN 18 PACK,330MLS,N,,16.00,12.33,23.00%,1,5.21%,Y,AUTODROP - AUTODROP MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0188 - TAKE HOME COLA MULTIPACK CANS,5000112667110,1610133,PCK,2,1,COCA COLA CAN 12 PACK,330MLS,N,,8.00,11.82,23.00%,2,9.13%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0188 - TAKE HOME COLA MULTIPACK CANS,5000112635706,1790666,PCK,1,1,COCA COLA ZERO SUG CAFFEINE CAN 12PK,330MLS,N,,6.00,9.00,23.00%,2,7.75%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,1790666-000
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0188 - TAKE HOME COLA MULTIPACK CANS,4062139013906,1866062,PCK,2,2,PEPSI CAN 4 PACK €5.00,330MLS,Y,,5.00,19.98,23.00%,6,18.08%,Y,DELIST - DELISTED MRPI - 1AMBIENT,*
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0188 - TAKE HOME COLA MULTIPACK CANS,4062139013555,1939884,PCK,0,0,PEPSI MAX CAN 18 PACK,330MLS,N,,16.40,12.29,23.00%,1,7.82%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0188 - TAKE HOME COLA MULTIPACK CANS,4062139013883,1940750,PCK,0,0,PEPSI CAN 8 PACK,330MLS,N,,10.50,27.04,23.00%,4,20.81%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0188 - TAKE HOME COLA MULTIPACK CANS,4062139013913,1940756,PCK,0,0,PEPSI MAX CAN 8 PACK,330MLS,N,,10.50,27.04,23.00%,4,20.81%,Y,DELIST - DELISTED MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0188 - TAKE HOME COLA MULTIPACK CANS,4062139013937,1940790,PCK,0,0,PEPSI CAN 18 PACK,330MLS,N,,16.40,12.29,23.00%,1,7.82%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0188 - TAKE HOME COLA MULTIPACK CANS,4062139022915,1977533,PCK,0,0,PEPSI REGULAR 4 PACK CANS €4,330MLS,N,,4.00,17.17,23.00%,6,12.00%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,1024296-003
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0188 - TAKE HOME COLA MULTIPACK CANS,5000112691962,2003091,PCK,0,0,DIET COKE CHERRY CAN 12 PACK,330MLS,N,,11.00,15.00,23.00%,2,16.14%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0189 - TAKE HOME ORANGE PET BOTTLE,5391521835611,1003875,PCK,2,2,CLUB ORANGE BOTTLE,1.25LTR,N,,3.20,21.93,23.00%,12,29.76%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0189 - TAKE HOME ORANGE PET BOTTLE,5391521836045,1005031,PCK,2,1,TK ORANGE LEMONADE BOTTLE,2LTR,N,,2.80,12.28,23.00%,8,32.57%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0189 - TAKE HOME ORANGE PET BOTTLE,5391521835628,1375014,PCK,5,5,CLUB ZERO ORANGE,1.75L,N,,2.00,12.17,23.00%,8,6.44%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0189 - TAKE HOME ORANGE PET BOTTLE,5000112665963,1487145,PCK,5,5,FANTA ORANGE ZERO,1.75LTR,N,,3.80,13.40,23.00%,8,45.78%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0189 - TAKE HOME ORANGE PET BOTTLE,5000112662672,1487145,PCK,6,6,FANTA LEMON BOTTLE,1.75LTR,N,,3.80,13.40,23.00%,8,45.78%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0189 - TAKE HOME ORANGE PET BOTTLE,5011020104963,1487161,PCK,1,1,TANORA BOTTLE,1.75LTR,N,,3.50,13.40,23.00%,8,41.14%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0189 - TAKE HOME ORANGE PET BOTTLE,5391521835642,1602063,PCK,4,2,CLUB ORANGE BOTTLE,1.75L,N,,4.00,12.17,23.00%,8,53.22%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0189 - TAKE HOME ORANGE PET BOTTLE,5391521835642,1602063,PCK,3,2,CLUB ORANGE BOTTLE,1.75L,N,,4.00,759.36,23.00%,384,39.19%,Y,AUTODROP - AUTODROP MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0189 - TAKE HOME ORANGE PET BOTTLE,5391521851277,1958844,PCK,0,0,CLUB TROPICAL VIBES DRINK BOTTLE,1.75LTR,N,,3.45,18.70,23.00%,8,16.66%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,*
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0189 - TAKE HOME ORANGE PET BOTTLE,5000112687156,1977396,PCK,0,0,FANTA FOREST BERRIES ZERO SUGAR,1.75LTR,N,,3.50,19.48,23.00%,8,14.43%,Y,DELIST - DELISTED MRPI - 1AMBIENT,*
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0189 - TAKE HOME ORANGE PET BOTTLE,5391546970717,1983975,PCK,0,0,CADET SPARKLING ORANGE,2LTR,N,,1.65,6.80,23.00%,6,15.52%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0190 - OTHER MULTIPACK CANS,4062139012916,1028022,PCK,9,9,7UP ZERO SUGAR CAN 18 PACK,330MLS,N,,16.40,12.29,23.00%,1,7.82%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0190 - OTHER MULTIPACK CANS,5391521839459,1028022,PCK,10,10,CLUB ROCK SHANDY CAN 18 PACK,330MLS,N,,16.40,12.29,23.00%,1,7.82%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0190 - OTHER MULTIPACK CANS,5391521839992,1028022,PCK,11,11,CLUB ZERO ORANGE CAN 18 PACK,330MLS,N,,16.40,12.29,23.00%,1,7.82%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0190 - OTHER MULTIPACK CANS,079581184102,1747022,PCK,0,0,CALYPSO GRAPEFRUIT LEMONADE,,N,,3.95,26.73,23.00%,12,30.64%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0190 - OTHER MULTIPACK CANS,079581184010,1747024,PCK,0,0,CALYPSO OCEAN BLUE LEMONADE,,N,,4.50,28.70,23.00%,12,34.63%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0190 - OTHER MULTIPACK CANS,079581184126,1772675,PCK,0,0,CALYPSO PARADISE PUNCH,,N,,4.50,28.60,23.00%,12,34.86%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0190 - OTHER MULTIPACK CANS,079581184003,1775976,PCK,0,0,CALYPSO ORIGINAL LEMONADE,,N,,4.50,2.38,23.00%,1,34.95%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F0190 - OTHER MULTIPACK CANS,90456343,1910650,PCK,0,0,NOT FOR RESALE - MINERAL CAN/BTL OF MULTIPACK,,N,,1.85,0.62,23.00%,1,58.78%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F3525 - TAKE HOME ORANGE MULTIPACK CANS,5391521839428,1002074,PCK,7,7,CLUB ROCK SHANDY CAN 4 PACK,330MLS,N,,4.00,17.76,23.00%,6,8.98%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F3525 - TAKE HOME ORANGE MULTIPACK CANS,5449000295880,1005290,PCK,1,1,FANTA ORANGE ZERO 4PK,330MLS,Y,,5.25,16.99,23.00%,6,33.66%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F3525 - TAKE HOME ORANGE MULTIPACK CANS,8002270146923,1121905,PCK,5,2,SAN PELLEGRINO ORANGE CAN 6PK,330MLS,N,,7.40,20.33,23.00%,4,15.52%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F3525 - TAKE HOME ORANGE MULTIPACK CANS,5391521839947,1375176,PCK,2,2,CLUB ZERO ORANGE CAN 4 PACK,330MLS,N,,4.00,17.76,23.00%,6,8.98%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F3525 - TAKE HOME ORANGE MULTIPACK CANS,5449000051578,1376362,PCK,0,0,FANTA ORANGE 4PK,330ML,Y,,5.50,16.99,23.00%,6,36.67%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F3525 - TAKE HOME ORANGE MULTIPACK CANS,5000112638578,1376362,PCK,1,1,FANTA ORANGE CAN 4 PACK,330MLS,N,,4.50,17.26,23.00%,6,21.37%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F3525 - TAKE HOME ORANGE MULTIPACK CANS,5391521839398,1403795,PCK,4,4,CLUB ORANGE CAN 18 PACK,330MLS,N,,16.40,12.29,23.00%,1,7.82%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F3525 - TAKE HOME ORANGE MULTIPACK CANS,5000112641165,1732489,PCK,2,2,FANTA ORANGE CAN 12 PACK,330MLS,N,,12.95,16.42,23.00%,2,22.02%,Y,AUTODROP - AUTODROP MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F3525 - TAKE HOME ORANGE MULTIPACK CANS,5000112665901,1732489,PCK,3,3,FANTA ZERO ORANGE CAN 12 PACK,330MLS,N,,12.50,16.26,23.00%,2,20.00%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F3525 - TAKE HOME ORANGE MULTIPACK CANS,5391521839442,1808404,PCK,4,4,CLUB ROCK SHANDY CAN 12 PACK,330MLS,N,,9.50,13.69,23.00%,2,11.38%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F3525 - TAKE HOME ORANGE MULTIPACK CANS,5391521839985,1808404,PCK,5,5,CLUB ZERO ORANGE CAN 12 PACK,330MLS,N,,9.50,13.69,23.00%,2,11.38%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F3525 - TAKE HOME ORANGE MULTIPACK CANS,5391521839367,1856588,PCK,2,2,CLUB ORANGE CAN 4 PACK €5.00,330MLS,Y,,5.00,22.17,23.00%,6,9.10%,Y,DELIST - DELISTED MRPI - 1AMBIENT *,1856588-004
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F3525 - TAKE HOME ORANGE MULTIPACK CANS,5391521839350,1856588,PCK,3,3,CLUB ORANGE CAN 4 PACK,330MLS,N,,4.00,17.76,23.00%,6,8.98%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F3525 - TAKE HOME ORANGE MULTIPACK CANS,5391521851581,1856588,PCK,4,4,CLUB ORANGE CAN 4 PACK €4,330MLS,N,,4.00,17.17,23.00%,6,12.00%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F3525 - TAKE HOME ORANGE MULTIPACK CANS,5391521839381,1863316,PCK,2,2,CLUB ORANGE CAN 12 PACK,330MLS,N,,9.50,13.69,23.00%,2,11.38%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,1940729-000
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0008 - TAKE HOME SOFT DRINKS,C0040 - TAKE HOME CARBONATES,F3525 - TAKE HOME ORANGE MULTIPACK CANS,5391521843265,1940099,PCK,0,0,CLUB LEMON CAN 4 PACK,330MLS,N,,4.00,17.76,23.00%,6,8.98%,Y,AMBIENT - AMBIENT MRPI - 1AMBIENT,
